timestamp,level,module,action,message,status,error
2026-05-26 10:45:54,INFO,database.creation,database_check,Database 'cmp' already exists. No action required.,SKIPPED,
2026-05-26 10:45:54,INFO,database.creation,mysql_connection,MySQL connection closed,SUCCESS,
2026-05-26 10:45:54,INFO,run,start_database_setup,Database setup process completed successfully,SUCCESS,
2026-05-26 10:45:54,INFO,run,start_flask_app,Importing Flask app from app.py,STARTED,
2026-05-26 10:45:55,INFO,run,start_flask_app,Flask app imported successfully,SUCCESS,
2026-05-26 10:45:55,INFO,run,run_flask_app,Starting Flask development server,STARTED,
2026-05-26 11:21:22,INFO,helper,startup,CMP Operation App monitoring started,STARTED,
2026-05-26 11:21:22,INFO,run,main,CMP Operation App startup initiated,STARTED,
2026-05-26 11:21:22,INFO,run,start_database_setup,Starting database setup process,STARTED,
2026-05-26 11:21:22,INFO,helper,startup,CMP Operation App monitoring started,STARTED,
2026-05-26 11:21:22,INFO,database.creation,load_environment,.env file loaded successfully,SUCCESS,
2026-05-26 11:21:22,INFO,database.creation,initialize_database,Starting database initialization for 'cmp',STARTED,
2026-05-26 11:21:22,INFO,database.creation,mysql_connection_without_database,Connecting to MySQL server at localhost:3306,STARTED,
2026-05-26 11:21:22,INFO,database.creation,mysql_connection_without_database,Connected to MySQL server successfully,SUCCESS,
2026-05-26 11:21:22,INFO,database.creation,database_check,Database 'cmp' already exists. No action required.,SKIPPED,
2026-05-26 11:21:22,INFO,database.creation,mysql_connection_without_database,MySQL server connection closed,SUCCESS,
2026-05-26 11:21:22,INFO,database.creation,mysql_connection_with_database,Connecting to database 'cmp',STARTED,
2026-05-26 11:21:22,INFO,database.creation,mysql_connection_with_database,Connected to database 'cmp' successfully,SUCCESS,
2026-05-26 11:21:22,INFO,database.creation,initialize_role_login_table,Checking role_login table,STARTED,
2026-05-26 11:21:22,INFO,database.creation,table_check,Table 'role_login' does not exist. Creating now.,STARTED,
2026-05-26 11:21:22,INFO,database.creation,create_role_login_table,Table 'role_login' created successfully,SUCCESS,
2026-05-26 11:21:22,INFO,database.creation,mysql_connection_with_database,Database connection closed,SUCCESS,
2026-05-26 11:21:22,INFO,database.creation,initialize_database,Database initialization completed for 'cmp',SUCCESS,
2026-05-26 11:21:22,INFO,run,start_database_setup,Database setup process completed successfully,SUCCESS,
2026-05-26 11:21:22,INFO,run,start_flask_app,Importing Flask app from app.py,STARTED,
2026-05-26 11:21:22,INFO,run,start_flask_app,Flask app imported successfully,SUCCESS,
2026-05-26 11:21:22,INFO,run,run_flask_app,Starting Flask development server,STARTED,
2026-05-26 11:21:22,INFO,helper,startup,CMP Operation App monitoring started,STARTED,
2026-05-26 11:21:22,INFO,run,main,CMP Operation App startup initiated,STARTED,
2026-05-26 11:21:22,INFO,run,start_database_setup,Starting database setup process,STARTED,
2026-05-26 11:21:22,INFO,helper,startup,CMP Operation App monitoring started,STARTED,
2026-05-26 11:21:22,INFO,database.creation,load_environment,.env file loaded successfully,SUCCESS,
2026-05-26 11:21:22,INFO,database.creation,initialize_database,Starting database initialization for 'cmp',STARTED,
2026-05-26 11:21:22,INFO,database.creation,mysql_connection_without_database,Connecting to MySQL server at localhost:3306,STARTED,
2026-05-26 11:21:22,INFO,database.creation,mysql_connection_without_database,Connected to MySQL server successfully,SUCCESS,
2026-05-26 11:21:22,INFO,database.creation,database_check,Database 'cmp' already exists. No action required.,SKIPPED,
2026-05-26 11:21:22,INFO,database.creation,mysql_connection_without_database,MySQL server connection closed,SUCCESS,
2026-05-26 11:21:22,INFO,database.creation,mysql_connection_with_database,Connecting to database 'cmp',STARTED,
2026-05-26 11:21:22,INFO,database.creation,mysql_connection_with_database,Connected to database 'cmp' successfully,SUCCESS,
2026-05-26 11:21:22,INFO,database.creation,initialize_role_login_table,Checking role_login table,STARTED,
2026-05-26 11:21:22,INFO,database.creation,table_check,Table 'role_login' already exists. Checking schema now.,SUCCESS,
2026-05-26 11:21:22,INFO,database.creation,sync_role_login_schema,Starting role_login table schema sync,STARTED,
2026-05-26 11:21:22,INFO,database.creation,column_check,Column 'role' already exists with correct datatype 'VARCHAR(20)',SKIPPED,
2026-05-26 11:21:22,INFO,database.creation,column_check,Column 'name' already exists with correct datatype 'VARCHAR(30)',SKIPPED,
2026-05-26 11:21:22,INFO,database.creation,column_check,Column 'ops_name' already exists with correct datatype 'VARCHAR(20)',SKIPPED,
2026-05-26 11:21:22,INFO,database.creation,column_check,Column 'email' already exists with correct datatype 'VARCHAR(30)',SKIPPED,
2026-05-26 11:21:22,INFO,database.creation,column_check,Column 'password' already exists with correct datatype 'VARCHAR(30)',SKIPPED,
2026-05-26 11:21:22,INFO,database.creation,sync_role_login_schema,role_login table schema sync completed,SUCCESS,
2026-05-26 11:21:22,INFO,database.creation,mysql_connection_with_database,Database connection closed,SUCCESS,
2026-05-26 11:21:22,INFO,database.creation,initialize_database,Database initialization completed for 'cmp',SUCCESS,
2026-05-26 11:21:22,INFO,run,start_database_setup,Database setup process completed successfully,SUCCESS,
2026-05-26 11:21:22,INFO,run,start_flask_app,Importing Flask app from app.py,STARTED,
2026-05-26 11:21:22,INFO,run,start_flask_app,Flask app imported successfully,SUCCESS,
2026-05-26 11:21:22,INFO,run,run_flask_app,Starting Flask development server,STARTED,
2026-05-26 11:21:39,INFO,app,index,Login page requested from root URL,SUCCESS,
2026-05-26 11:21:39,ERROR,app,404_error,Page not found,FAILED,404 Not Found: The requested URL was not found on the server. If you entered the URL manually please check your spelling and try again.
2026-05-26 11:30:26,INFO,helper,startup,CMP Operation App monitoring started,STARTED,
2026-05-26 11:30:26,INFO,run,main,CMP Operation App startup initiated,STARTED,
2026-05-26 11:30:26,INFO,run,start_database_setup,Starting database setup process,STARTED,
2026-05-26 11:30:26,INFO,helper,startup,CMP Operation App monitoring started,STARTED,
2026-05-26 11:30:26,INFO,database.creation,load_environment,.env file loaded successfully,SUCCESS,
2026-05-26 11:30:26,INFO,database.creation,initialize_database,Starting database initialization for 'cmp',STARTED,
2026-05-26 11:30:26,INFO,database.creation,mysql_connection_without_database,Connecting to MySQL server at localhost:3306,STARTED,
2026-05-26 11:30:26,INFO,database.creation,mysql_connection_without_database,Connected to MySQL server successfully,SUCCESS,
2026-05-26 11:30:26,INFO,database.creation,database_check,Database 'cmp' already exists. No action required.,SKIPPED,
2026-05-26 11:30:26,INFO,database.creation,mysql_connection_without_database,MySQL server connection closed,SUCCESS,
2026-05-26 11:30:26,INFO,database.creation,mysql_connection_with_database,Connecting to database 'cmp',STARTED,
2026-05-26 11:30:26,INFO,database.creation,mysql_connection_with_database,Connected to database 'cmp' successfully,SUCCESS,
2026-05-26 11:30:26,INFO,database.creation,initialize_role_login_table,Checking role_login table,STARTED,
2026-05-26 11:30:26,INFO,database.creation,table_check,Table 'role_login' already exists. Checking schema now.,SUCCESS,
2026-05-26 11:30:26,INFO,database.creation,sync_role_login_schema,Starting role_login table schema sync,STARTED,
2026-05-26 11:30:26,INFO,database.creation,column_check,Column 'role' already exists with correct datatype 'VARCHAR(20)',SKIPPED,
2026-05-26 11:30:26,INFO,database.creation,column_check,Column 'name' already exists with correct datatype 'VARCHAR(30)',SKIPPED,
2026-05-26 11:30:26,INFO,database.creation,column_check,Column 'ops_name' already exists with correct datatype 'VARCHAR(20)',SKIPPED,
2026-05-26 11:30:26,INFO,database.creation,column_check,Column 'email' already exists with correct datatype 'VARCHAR(30)',SKIPPED,
2026-05-26 11:30:26,INFO,database.creation,column_check,Column 'password' already exists with correct datatype 'VARCHAR(30)',SKIPPED,
2026-05-26 11:30:26,INFO,database.creation,sync_role_login_schema,role_login table schema sync completed,SUCCESS,
2026-05-26 11:30:26,INFO,database.creation,ensure_role_login_unique_constraints,Checking role_login unique constraints,STARTED,
2026-05-26 11:30:26,INFO,database.creation,add_unique_constraint,Added unique constraint 'uq_role_login_ops_name' on 'ops_name',SUCCESS,
2026-05-26 11:30:26,INFO,database.creation,add_unique_constraint,Added unique constraint 'uq_role_login_email' on 'email',SUCCESS,
2026-05-26 11:30:26,INFO,database.creation,ensure_role_login_unique_constraints,role_login unique constraint check completed,SUCCESS,
2026-05-26 11:30:26,INFO,database.creation,mysql_connection_with_database,Database connection closed,SUCCESS,
2026-05-26 11:30:26,INFO,database.creation,initialize_database,Database initialization completed for 'cmp',SUCCESS,
2026-05-26 11:30:26,INFO,run,start_database_setup,Database setup process completed successfully,SUCCESS,
2026-05-26 11:30:26,INFO,run,start_default_user_setup,Starting default user setup process,STARTED,
2026-05-26 11:30:26,INFO,database.default_user,seed_default_superadmin_user,Starting default superadmin user seed process,STARTED,
2026-05-26 11:30:26,INFO,database.creation,load_environment,.env file loaded successfully,SUCCESS,
2026-05-26 11:30:26,INFO,database.default_user,mysql_connection,Connected to database 'cmp' successfully,SUCCESS,
2026-05-26 11:30:26,INFO,database.default_user,insert_default_user,Default superadmin user inserted successfully with email 'superadmin@megaserve.tech',SUCCESS,
2026-05-26 11:30:26,INFO,database.default_user,mysql_connection,Database connection closed,SUCCESS,
2026-05-26 11:30:26,INFO,run,start_default_user_setup,Default user setup process completed successfully,SUCCESS,
2026-05-26 11:30:26,INFO,run,start_flask_app,Importing Flask app from app.py,STARTED,
2026-05-26 11:30:27,INFO,run,start_flask_app,Flask app imported successfully,SUCCESS,
2026-05-26 11:30:27,INFO,run,run_flask_app,Starting Flask development server,STARTED,
2026-05-26 11:30:27,INFO,helper,startup,CMP Operation App monitoring started,STARTED,
2026-05-26 11:30:27,INFO,run,main,CMP Operation App startup initiated,STARTED,
2026-05-26 11:30:27,INFO,run,start_database_setup,Starting database setup process,STARTED,
2026-05-26 11:30:27,INFO,helper,startup,CMP Operation App monitoring started,STARTED,
2026-05-26 11:30:27,INFO,database.creation,load_environment,.env file loaded successfully,SUCCESS,
2026-05-26 11:30:27,INFO,database.creation,initialize_database,Starting database initialization for 'cmp',STARTED,
2026-05-26 11:30:27,INFO,database.creation,mysql_connection_without_database,Connecting to MySQL server at localhost:3306,STARTED,
2026-05-26 11:30:27,INFO,database.creation,mysql_connection_without_database,Connected to MySQL server successfully,SUCCESS,
2026-05-26 11:30:27,INFO,database.creation,database_check,Database 'cmp' already exists. No action required.,SKIPPED,
2026-05-26 11:30:27,INFO,database.creation,mysql_connection_without_database,MySQL server connection closed,SUCCESS,
2026-05-26 11:30:27,INFO,database.creation,mysql_connection_with_database,Connecting to database 'cmp',STARTED,
2026-05-26 11:30:27,INFO,database.creation,mysql_connection_with_database,Connected to database 'cmp' successfully,SUCCESS,
2026-05-26 11:30:27,INFO,database.creation,initialize_role_login_table,Checking role_login table,STARTED,
2026-05-26 11:30:27,INFO,database.creation,table_check,Table 'role_login' already exists. Checking schema now.,SUCCESS,
2026-05-26 11:30:27,INFO,database.creation,sync_role_login_schema,Starting role_login table schema sync,STARTED,
2026-05-26 11:30:27,INFO,database.creation,column_check,Column 'role' already exists with correct datatype 'VARCHAR(20)',SKIPPED,
2026-05-26 11:30:27,INFO,database.creation,column_check,Column 'name' already exists with correct datatype 'VARCHAR(30)',SKIPPED,
2026-05-26 11:30:27,INFO,database.creation,column_check,Column 'ops_name' already exists with correct datatype 'VARCHAR(20)',SKIPPED,
2026-05-26 11:30:27,INFO,database.creation,column_check,Column 'email' already exists with correct datatype 'VARCHAR(30)',SKIPPED,
2026-05-26 11:30:27,INFO,database.creation,column_check,Column 'password' already exists with correct datatype 'VARCHAR(30)',SKIPPED,
2026-05-26 11:30:27,INFO,database.creation,sync_role_login_schema,role_login table schema sync completed,SUCCESS,
2026-05-26 11:30:27,INFO,database.creation,ensure_role_login_unique_constraints,Checking role_login unique constraints,STARTED,
2026-05-26 11:30:27,INFO,database.creation,unique_constraint_check,Unique constraint 'uq_role_login_ops_name' already exists on 'ops_name',SKIPPED,
2026-05-26 11:30:27,INFO,database.creation,unique_constraint_check,Unique constraint 'uq_role_login_email' already exists on 'email',SKIPPED,
2026-05-26 11:30:27,INFO,database.creation,ensure_role_login_unique_constraints,role_login unique constraint check completed,SUCCESS,
2026-05-26 11:30:27,INFO,database.creation,mysql_connection_with_database,Database connection closed,SUCCESS,
2026-05-26 11:30:27,INFO,database.creation,initialize_database,Database initialization completed for 'cmp',SUCCESS,
2026-05-26 11:30:27,INFO,run,start_database_setup,Database setup process completed successfully,SUCCESS,
2026-05-26 11:30:27,INFO,run,start_default_user_setup,Starting default user setup process,STARTED,
2026-05-26 11:30:27,INFO,database.default_user,seed_default_superadmin_user,Starting default superadmin user seed process,STARTED,
2026-05-26 11:30:27,INFO,database.creation,load_environment,.env file loaded successfully,SUCCESS,
2026-05-26 11:30:27,INFO,database.default_user,mysql_connection,Connected to database 'cmp' successfully,SUCCESS,
2026-05-26 11:30:27,WARNING,database.default_user,default_user_check,Default superadmin user already exists. No insert required.,SKIPPED,
2026-05-26 11:30:27,INFO,database.default_user,mysql_connection,Database connection closed,SUCCESS,
2026-05-26 11:30:27,INFO,run,start_default_user_setup,Default user setup process completed successfully,SUCCESS,
2026-05-26 11:30:27,INFO,run,start_flask_app,Importing Flask app from app.py,STARTED,
2026-05-26 11:30:27,INFO,run,start_flask_app,Flask app imported successfully,SUCCESS,
2026-05-26 11:30:27,INFO,run,run_flask_app,Starting Flask development server,STARTED,
2026-05-26 11:30:40,INFO,app,index,Login page requested from root URL,SUCCESS,
2026-05-26 11:31:00,INFO,app,login_post,Login attempt received for email: superadmin@megaserve.tech,STARTED,
2026-05-26 11:31:00,INFO,app,login_authentication,Authentication logic not implemented yet,SKIPPED,
2026-05-26 11:47:17,INFO,helper,startup,CMP Operation App monitoring started,STARTED,
2026-05-26 11:47:17,INFO,run,main,CMP Operation App startup initiated,STARTED,
2026-05-26 11:47:17,INFO,run,start_database_setup,Starting database setup process,STARTED,
2026-05-26 11:47:17,INFO,helper,startup,CMP Operation App monitoring started,STARTED,
2026-05-26 11:47:17,INFO,database.creation,load_environment,.env file loaded successfully,SUCCESS,
2026-05-26 11:47:17,INFO,database.creation,initialize_database,Starting database initialization for 'cmp',STARTED,
2026-05-26 11:47:17,INFO,database.creation,mysql_connection_without_database,Connecting to MySQL server at localhost:3306,STARTED,
2026-05-26 11:47:17,INFO,database.creation,mysql_connection_without_database,Connected to MySQL server successfully,SUCCESS,
2026-05-26 11:47:17,INFO,database.creation,database_check,Database 'cmp' already exists. No action required.,SKIPPED,
2026-05-26 11:47:17,INFO,database.creation,mysql_connection_without_database,MySQL server connection closed,SUCCESS,
2026-05-26 11:47:17,INFO,database.creation,mysql_connection_with_database,Connecting to database 'cmp',STARTED,
2026-05-26 11:47:17,INFO,database.creation,mysql_connection_with_database,Connected to database 'cmp' successfully,SUCCESS,
2026-05-26 11:47:17,INFO,database.creation,initialize_role_login_table,Checking role_login table,STARTED,
2026-05-26 11:47:17,INFO,database.creation,table_check,Table 'role_login' already exists. Checking schema now.,SUCCESS,
2026-05-26 11:47:17,INFO,database.creation,sync_role_login_schema,Starting role_login table schema sync,STARTED,
2026-05-26 11:47:17,INFO,database.creation,column_check,Column 'role' already exists with correct datatype 'VARCHAR(20)',SKIPPED,
2026-05-26 11:47:17,INFO,database.creation,column_check,Column 'name' already exists with correct datatype 'VARCHAR(30)',SKIPPED,
2026-05-26 11:47:17,INFO,database.creation,column_check,Column 'ops_name' already exists with correct datatype 'VARCHAR(20)',SKIPPED,
2026-05-26 11:47:17,INFO,database.creation,column_check,Column 'email' already exists with correct datatype 'VARCHAR(30)',SKIPPED,
2026-05-26 11:47:17,INFO,database.creation,column_check,Column 'password' already exists with correct datatype 'VARCHAR(30)',SKIPPED,
2026-05-26 11:47:17,INFO,database.creation,sync_role_login_schema,role_login table schema sync completed,SUCCESS,
2026-05-26 11:47:17,INFO,database.creation,ensure_role_login_unique_constraints,Checking role_login unique constraints,STARTED,
2026-05-26 11:47:17,INFO,database.creation,unique_constraint_check,Unique constraint 'uq_role_login_ops_name' already exists on 'ops_name',SKIPPED,
2026-05-26 11:47:17,INFO,database.creation,unique_constraint_check,Unique constraint 'uq_role_login_email' already exists on 'email',SKIPPED,
2026-05-26 11:47:17,INFO,database.creation,ensure_role_login_unique_constraints,role_login unique constraint check completed,SUCCESS,
2026-05-26 11:47:17,INFO,database.creation,mysql_connection_with_database,Database connection closed,SUCCESS,
2026-05-26 11:47:17,INFO,database.creation,initialize_database,Database initialization completed for 'cmp',SUCCESS,
2026-05-26 11:47:17,INFO,run,start_database_setup,Database setup process completed successfully,SUCCESS,
2026-05-26 11:47:17,INFO,run,start_default_user_setup,Starting default user setup process,STARTED,
2026-05-26 11:47:17,INFO,database.default_user,seed_default_superadmin_user,Starting default superadmin user seed process,STARTED,
2026-05-26 11:47:17,INFO,database.creation,load_environment,.env file loaded successfully,SUCCESS,
2026-05-26 11:47:17,INFO,database.default_user,mysql_connection,Connected to database 'cmp' successfully,SUCCESS,
2026-05-26 11:47:17,WARNING,database.default_user,default_user_check,Default superadmin user already exists. No insert required.,SKIPPED,
2026-05-26 11:47:17,INFO,database.default_user,mysql_connection,Database connection closed,SUCCESS,
2026-05-26 11:47:17,INFO,run,start_default_user_setup,Default user setup process completed successfully,SUCCESS,
2026-05-26 11:47:17,INFO,run,start_flask_app,Importing Flask app from app.py,STARTED,
2026-05-26 11:47:18,INFO,run,start_flask_app,Flask app imported successfully,SUCCESS,
2026-05-26 11:47:18,INFO,run,run_flask_app,Starting Flask development server,STARTED,
2026-05-26 11:47:21,INFO,helper,startup,CMP Operation App monitoring started,STARTED,
2026-05-26 11:47:21,INFO,run,main,CMP Operation App startup initiated,STARTED,
2026-05-26 11:47:21,INFO,run,start_database_setup,Starting database setup process,STARTED,
2026-05-26 11:47:21,INFO,helper,startup,CMP Operation App monitoring started,STARTED,
2026-05-26 11:47:21,INFO,database.creation,load_environment,.env file loaded successfully,SUCCESS,
2026-05-26 11:47:21,INFO,database.creation,initialize_database,Starting database initialization for 'cmp',STARTED,
2026-05-26 11:47:21,INFO,database.creation,mysql_connection_without_database,Connecting to MySQL server at localhost:3306,STARTED,
2026-05-26 11:47:21,INFO,database.creation,mysql_connection_without_database,Connected to MySQL server successfully,SUCCESS,
2026-05-26 11:47:21,INFO,database.creation,database_check,Database 'cmp' already exists. No action required.,SKIPPED,
2026-05-26 11:47:21,INFO,database.creation,mysql_connection_without_database,MySQL server connection closed,SUCCESS,
2026-05-26 11:47:21,INFO,database.creation,mysql_connection_with_database,Connecting to database 'cmp',STARTED,
2026-05-26 11:47:21,INFO,database.creation,mysql_connection_with_database,Connected to database 'cmp' successfully,SUCCESS,
2026-05-26 11:47:21,INFO,database.creation,initialize_role_login_table,Checking role_login table,STARTED,
2026-05-26 11:47:21,INFO,database.creation,table_check,Table 'role_login' already exists. Checking schema now.,SUCCESS,
2026-05-26 11:47:21,INFO,database.creation,sync_role_login_schema,Starting role_login table schema sync,STARTED,
2026-05-26 11:47:21,INFO,database.creation,column_check,Column 'role' already exists with correct datatype 'VARCHAR(20)',SKIPPED,
2026-05-26 11:47:21,INFO,database.creation,column_check,Column 'name' already exists with correct datatype 'VARCHAR(30)',SKIPPED,
2026-05-26 11:47:21,INFO,database.creation,column_check,Column 'ops_name' already exists with correct datatype 'VARCHAR(20)',SKIPPED,
2026-05-26 11:47:21,INFO,database.creation,column_check,Column 'email' already exists with correct datatype 'VARCHAR(30)',SKIPPED,
2026-05-26 11:47:21,INFO,database.creation,column_check,Column 'password' already exists with correct datatype 'VARCHAR(30)',SKIPPED,
2026-05-26 11:47:21,INFO,database.creation,sync_role_login_schema,role_login table schema sync completed,SUCCESS,
2026-05-26 11:47:21,INFO,database.creation,ensure_role_login_unique_constraints,Checking role_login unique constraints,STARTED,
2026-05-26 11:47:21,INFO,database.creation,unique_constraint_check,Unique constraint 'uq_role_login_ops_name' already exists on 'ops_name',SKIPPED,
2026-05-26 11:47:21,INFO,database.creation,unique_constraint_check,Unique constraint 'uq_role_login_email' already exists on 'email',SKIPPED,
2026-05-26 11:47:21,INFO,database.creation,ensure_role_login_unique_constraints,role_login unique constraint check completed,SUCCESS,
2026-05-26 11:47:21,INFO,database.creation,mysql_connection_with_database,Database connection closed,SUCCESS,
2026-05-26 11:47:21,INFO,database.creation,initialize_database,Database initialization completed for 'cmp',SUCCESS,
2026-05-26 11:47:21,INFO,run,start_database_setup,Database setup process completed successfully,SUCCESS,
2026-05-26 11:47:21,INFO,run,start_default_user_setup,Starting default user setup process,STARTED,
2026-05-26 11:47:21,INFO,database.default_user,seed_default_superadmin_user,Starting default superadmin user seed process,STARTED,
2026-05-26 11:47:21,INFO,database.creation,load_environment,.env file loaded successfully,SUCCESS,
2026-05-26 11:47:21,INFO,database.default_user,mysql_connection,Connected to database 'cmp' successfully,SUCCESS,
2026-05-26 11:47:21,WARNING,database.default_user,default_user_check,Default superadmin user already exists. No insert required.,SKIPPED,
2026-05-26 11:47:21,INFO,database.default_user,mysql_connection,Database connection closed,SUCCESS,
2026-05-26 11:47:21,INFO,run,start_default_user_setup,Default user setup process completed successfully,SUCCESS,
2026-05-26 11:47:21,INFO,run,start_flask_app,Importing Flask app from app.py,STARTED,
2026-05-26 11:47:21,INFO,run,start_flask_app,Flask app imported successfully,SUCCESS,
2026-05-26 11:47:21,INFO,run,run_flask_app,Starting Flask development server,STARTED,
2026-05-26 11:47:22,INFO,helper,startup,CMP Operation App monitoring started,STARTED,
2026-05-26 11:47:22,INFO,run,main,CMP Operation App startup initiated,STARTED,
2026-05-26 11:47:22,INFO,run,start_database_setup,Starting database setup process,STARTED,
2026-05-26 11:47:22,INFO,helper,startup,CMP Operation App monitoring started,STARTED,
2026-05-26 11:47:22,INFO,database.creation,load_environment,.env file loaded successfully,SUCCESS,
2026-05-26 11:47:22,INFO,database.creation,initialize_database,Starting database initialization for 'cmp',STARTED,
2026-05-26 11:47:22,INFO,database.creation,mysql_connection_without_database,Connecting to MySQL server at localhost:3306,STARTED,
2026-05-26 11:47:22,INFO,database.creation,mysql_connection_without_database,Connected to MySQL server successfully,SUCCESS,
2026-05-26 11:47:22,INFO,database.creation,database_check,Database 'cmp' already exists. No action required.,SKIPPED,
2026-05-26 11:47:22,INFO,database.creation,mysql_connection_without_database,MySQL server connection closed,SUCCESS,
2026-05-26 11:47:22,INFO,database.creation,mysql_connection_with_database,Connecting to database 'cmp',STARTED,
2026-05-26 11:47:22,INFO,database.creation,mysql_connection_with_database,Connected to database 'cmp' successfully,SUCCESS,
2026-05-26 11:47:22,INFO,database.creation,initialize_role_login_table,Checking role_login table,STARTED,
2026-05-26 11:47:22,INFO,database.creation,table_check,Table 'role_login' already exists. Checking schema now.,SUCCESS,
2026-05-26 11:47:22,INFO,database.creation,sync_role_login_schema,Starting role_login table schema sync,STARTED,
2026-05-26 11:47:22,INFO,database.creation,column_check,Column 'role' already exists with correct datatype 'VARCHAR(20)',SKIPPED,
2026-05-26 11:47:22,INFO,database.creation,column_check,Column 'name' already exists with correct datatype 'VARCHAR(30)',SKIPPED,
2026-05-26 11:47:22,INFO,database.creation,column_check,Column 'ops_name' already exists with correct datatype 'VARCHAR(20)',SKIPPED,
2026-05-26 11:47:22,INFO,database.creation,column_check,Column 'email' already exists with correct datatype 'VARCHAR(30)',SKIPPED,
2026-05-26 11:47:22,INFO,database.creation,column_check,Column 'password' already exists with correct datatype 'VARCHAR(30)',SKIPPED,
2026-05-26 11:47:22,INFO,database.creation,sync_role_login_schema,role_login table schema sync completed,SUCCESS,
2026-05-26 11:47:22,INFO,database.creation,ensure_role_login_unique_constraints,Checking role_login unique constraints,STARTED,
2026-05-26 11:47:22,INFO,database.creation,unique_constraint_check,Unique constraint 'uq_role_login_ops_name' already exists on 'ops_name',SKIPPED,
2026-05-26 11:47:22,INFO,database.creation,unique_constraint_check,Unique constraint 'uq_role_login_email' already exists on 'email',SKIPPED,
2026-05-26 11:47:22,INFO,database.creation,ensure_role_login_unique_constraints,role_login unique constraint check completed,SUCCESS,
2026-05-26 11:47:22,INFO,database.creation,mysql_connection_with_database,Database connection closed,SUCCESS,
2026-05-26 11:47:22,INFO,database.creation,initialize_database,Database initialization completed for 'cmp',SUCCESS,
2026-05-26 11:47:22,INFO,run,start_database_setup,Database setup process completed successfully,SUCCESS,
2026-05-26 11:47:22,INFO,run,start_default_user_setup,Starting default user setup process,STARTED,
2026-05-26 11:47:22,INFO,database.default_user,seed_default_superadmin_user,Starting default superadmin user seed process,STARTED,
2026-05-26 11:47:22,INFO,database.creation,load_environment,.env file loaded successfully,SUCCESS,
2026-05-26 11:47:22,INFO,database.default_user,mysql_connection,Connected to database 'cmp' successfully,SUCCESS,
2026-05-26 11:47:22,WARNING,database.default_user,default_user_check,Default superadmin user already exists. No insert required.,SKIPPED,
2026-05-26 11:47:22,INFO,database.default_user,mysql_connection,Database connection closed,SUCCESS,
2026-05-26 11:47:22,INFO,run,start_default_user_setup,Default user setup process completed successfully,SUCCESS,
2026-05-26 11:47:22,INFO,run,start_flask_app,Importing Flask app from app.py,STARTED,
2026-05-26 11:47:22,INFO,run,start_flask_app,Flask app imported successfully,SUCCESS,
2026-05-26 11:47:22,INFO,run,run_flask_app,Starting Flask development server,STARTED,
2026-05-26 11:47:24,INFO,helper,startup,CMP Operation App monitoring started,STARTED,
2026-05-26 11:47:24,INFO,run,main,CMP Operation App startup initiated,STARTED,
2026-05-26 11:47:24,INFO,run,start_database_setup,Starting database setup process,STARTED,
2026-05-26 11:47:24,INFO,helper,startup,CMP Operation App monitoring started,STARTED,
2026-05-26 11:47:24,INFO,database.creation,load_environment,.env file loaded successfully,SUCCESS,
2026-05-26 11:47:24,INFO,database.creation,initialize_database,Starting database initialization for 'cmp',STARTED,
